,NITROGEN PER HA OF NCA (Kg per ha),PHOSPHATE PER HA OF NCA (Kg per ha),POTASH PER HA OF NCA (Kg per ha),avg_rain,RICE YIELD (Kg per ha)
11593,8.9,1.25,1.76,98.15,1304.21
11594,-0.03,-0.03,-0.03,66.78333333,1417.22
11595,15.56,4.19,4.76,64.1,1340
11596,23.9,7.25,7.93,78.2,2068.97
11597,25.3,7.71,9.28,116.6083333,1052.82
11598,24.55,7.86,9.74,88.175,752.41
11599,29.49,11.05,12.97,122.7083333,1230.13
11600,30.42,13.15,15.38,80.7,1333.33
11601,33.43,14.83,15.16,99.04166667,1131
11602,26.88,12.48,13.38,49.55,1665.37
11603,32.73,7.04,7.15,51.75,1723
11604,29.07,3.28,4.98,58.95833333,1300
11605,24.24,2.69,4.76,79.44166667,1428.57
11606,26.48,3.98,7,91.00833333,1594.87
11607,27.04,5.46,8.34,70.86666667,1000
11608,32.46,7.49,11.15,96.6,1327.51
11609,35.32,9.25,13.8,62.25833333,1186.75
11610,28.61,5.91,8.12,115.5333333,1302.33
11611,28.05,7.56,8.98,87.375,1516.56
11612,38.28,12.94,15.56,90.73333333,1493.83
11613,38.71,16.81,16.81,68,1616.28
11614,46.59,19.67,22.7,72.14166667,1314.1
11615,46.74,21.17,22.44,88.10833333,1658.06
11616,49.23,28.15,26.35,78.28333333,960.26
11617,47.49,25.08,26.05,83.91666667,1304.05
11618,48.96,26.86,31.15,70.95,1346.94
11619,55.99,27.45,33.89,120.5,1368.06
11620,55.17,29.56,37.16,98.225,1244.76
11621,54.18,34.14,42.9,145.5416667,1302.82
11622,47.8,27.84,30.07,109.9666667,1304.96
11623,56.47,20.58,29.49,107.025,1316.9
11624,53.97,23.6,34.22,107.6416667,1313.87
11625,48.22,28.52,41.57,96.38333333,1441.18
11626,33.46,17.47,21.68,104.4666667,1313.43
11676,-0.01,-0.01,-0.01,135.8,762.67
11677,5.06,0.55,0.18,63.26666667,1213.33
11679,7.52,0.65,0.67,77.10833333,1472.97
11680,11.56,2.66,2.49,130.05,1046.51
11681,11.24,1.6,1.6,129.025,1125
11682,20.02,2.15,2.73,93.35,714.29
11683,27.16,3,1.5,89.34166667,934.78
11684,27.15,2.99,1.5,97.91666667,717.89
11685,34.97,3.66,2.16,132.8666667,649.38
11686,-0.02,-0.02,-0.02,114.6166667,1150.46
11687,31.81,5.06,2.48,90.7,1112.61
11688,39.41,5.99,2.46,120.0583333,1431.82
11689,42.33,6.55,3.03,115.4166667,1083.64
11690,36.23,6.93,3.13,98.575,1089.78
11691,33.04,5.57,3.1,164.3416667,878.12
11692,49.9,7.88,3.78,122.25,1413.04
11693,57.03,9.29,4.44,148.0916667,1304.11
11694,50.28,10.71,3.88,81.86666667,1158.64
11695,58.3,11.5,3.63,108.5,1620.69
11696,43.17,7.09,3.47,88.40833333,1530.56
11697,57.71,4.61,2.11,118.5,1328.28
11698,53.52,4.28,2.09,113.975,1478.72
11699,58.29,5.11,2.42,55.63333333,1825.86
11700,64.34,8.53,4.14,100.4666667,1919.19
11701,67.24,10.04,5.04,112.2583333,1690.41
11702,66.17,13.02,6.26,92.375,1850.57
11703,47.07,9.56,4.79,78.14166667,2115.49
11704,68.68,13.61,7.03,56.38333333,1861.03
11705,54.12,11.54,5.91,57.26666667,1591.72
11706,75.07,14.36,7.32,69.425,1468.28
11707,67.87,13.94,7.34,69.425,2194.09
11708,71.6,16.41,8.44,70.81666667,1754.24
11709,75.36,19.48,10.32,81.43333333,2369.33
11710,77.39,15.68,10.24,97.81666667,2328.74
11711,87.37,21.86,15.63,124.3416667,2481.22
11712,72.82,22.21,12.39,73.50833333,2395.18
11713,80.11,15.63,11.97,114.775,2520.68
11714,80.87,18.62,10.19,75.875,2520.78
11715,84.33,11.73,6.38,87.6,2545.01
11716,87.29,16.04,8.66,104.1916667,2525.13
11717,91.77,9,5.01,112.0166667,2776.65
11718,40.12,8.63,4.51,115.1833333,2523.08
11721,8.09,5.61,4.27,118.0666667,1236.68
11722,-0.01,-0.01,-0.01,124.1583333,1215.15
11723,10.57,4.15,4.25,80.525,1084.46
11724,8.69,3.31,3.28,63.3,944.68
11725,26.46,5.89,5.96,75.23333333,1030.16
11726,10.47,2.99,2.98,107.7083333,960.29
11727,12.27,3.63,3.64,116.7583333,917.97
11728,16.53,4.27,3.74,115.1416667,912.96
11729,17.78,3.46,1.41,65.81666667,1287.88
11730,17.21,3.35,1.37,131.425,948.8
11731,28.73,2.66,2.59,130.1083333,765.08
11732,-0.01,-0.01,-0.01,104.2166667,1091.05
11733,26.12,3.84,3,73.125,1074.82
11734,29.35,5.14,3.79,124.2583333,1364.02
11735,29.56,5.35,4.03,155.35,1141.2
11736,28.97,5.24,3.93,107.8916667,751.78
11737,33.69,6.16,4.78,190.775,967.09
11738,36.99,6.75,4.78,120.375,1093.22
11739,40.32,7.38,5.07,180.7166667,857.01
11740,38.35,6.81,6.64,94.60833333,1010.4
11741,37.46,5.45,4.22,163.9666667,1219.98
11742,38.48,2.65,1.89,126.7916667,1169.32
11743,39.26,3.31,2.57,125.6666667,1442
11744,43.05,3.57,2.69,107.2083333,1263.33
11745,43.66,4.72,3.7,185.3583333,1288.89
11746,47.33,6.19,4.34,176.8416667,1330.47
11747,54.24,7.65,5.3,135.3583333,1422.71
11748,48.94,9.03,5.48,164.4,1498.78
11749,39.04,9.46,5.41,116.025,1567.23
11750,50.06,10.64,6.27,115.95,1709.01
11751,45.77,13.48,7.7,93.24166667,1072.59
11752,53.94,14.49,9.1,121.1583333,1464.38
11753,51.7,14.55,8.85,101.0083333,1258.34
11754,48.26,13.81,8.96,105.0833333,1438.36
11755,52.36,15.1,9.46,108.1166667,1383.24
11756,53.42,11.4,9.56,122.6916667,1284.03
11757,52.4,11.78,10.9,108.375,1358.95
11758,44.19,10.75,10.74,80.43333333,1145.34
11759,51.03,11.52,12.31,123.6333333,1205.41
11760,50.63,10.73,7.98,122.075,1205.44
11761,47.02,7.68,5.48,120.2666667,1217.04
11762,50.8,9.99,7.15,131.1333333,1205.68
11763,49.64,9.33,7.27,135.0583333,1325.85
11764,25.35,6.03,4.52,127.0416667,1732.98
11767,14.35,16.95,4.2,84.83333333,1177.97
11768,-0.03,-0.03,-0.03,87.78333333,1052.85
11769,10.48,10.83,3.09,87.23333333,1208.03
11770,13.31,4.78,1.3,65.225,603.77
11771,6.7,5.83,1.11,84.475,1271.88
11772,8.11,4.28,2.33,79.06666667,1240.74
11773,9.01,5.68,3.78,112.325,1145.45
11774,13.89,8.18,5.39,113.775,715.56
11775,15.29,8.74,5.54,82.56666667,943.4
11776,15.29,8.73,5.54,98.6,716.81
11777,19.72,9.58,7.6,114.525,707.27
11778,-0.01,-0.01,-0.01,99.70833333,1288.93
11779,18.81,12.49,9.28,62.81666667,1645.42
11780,18.66,10.57,7.3,87.83333333,1510.64
11781,21.82,13.95,11.25,86.99166667,1315.32
11782,31.67,18.23,15.16,71.1,1091.7
11783,28.88,18.23,14.93,123.7083333,954.36
11784,28.11,20.71,18.14,77.1,906.98
11785,32.33,21.19,18.71,103.0666667,891.97
11786,25.02,19.51,20.24,66.61666667,1195.34
11787,28.44,9.71,8.01,95.45833333,1230.54
11788,39.21,8.09,7.78,85.4,763.31
11789,25.2,7.53,11.58,94.4,1270.52
11790,28.31,8.39,12.77,104.575,1436.62
11791,31.67,13.11,18.41,86.45,1577.38
11792,32.71,13.29,19.02,103.6416667,1212.9
11793,37.98,19.47,25.61,85.60833333,1282.76
11794,32.56,15.25,19.67,78.13333333,1140.41
11795,34.51,19.86,25.33,87.36666667,918.6
11796,45.49,24.79,36.35,77.475,1257.38
11797,47.38,29.52,42.44,68.79166667,854.37
11798,52.31,32.23,49.37,77.25,977.88
11799,50.06,27.6,45.54,82.11666667,1070.71
11800,49.82,40.03,53.5,85.95833333,1088.4
11801,51.09,37.43,50.03,98.71666667,1145.45
11802,49.74,44.4,59.9,73.725,975.61
11803,66.47,50.53,74.65,103.1333333,1000
11804,57.12,51.94,76.72,60.55833333,867.77
11805,52.79,58.7,77.69,106.0583333,916.67
11806,45.26,42.33,57.2,76.1,915.97
11807,51.27,29.54,50.92,70.825,925
11808,40.67,32.13,62.63,85.58333333,922.41
11809,44.34,39.85,75.1,90.04166667,1008.7
11810,33.43,22.14,38.15,90.725,912.28
11813,6.3,4.34,0.38,116.475,1585.02
11814,-0.02,-0.02,-0.02,116.175,1041.92
11815,7.4,1.49,1.49,127.3833333,1214
11816,7.8,1.32,1.32,54.65,600
11817,7.91,1.29,1.24,95.475,1366.94
11818,12.08,1.42,1.39,93.925,788.46
11819,17.39,2.38,1.52,112.55,2036.36
11820,10.31,1.46,1.46,87.45833333,864.06
11821,15.41,1.72,1.22,116.3166667,960.78
11822,15.57,1.74,1.23,98.30833333,717.17
11823,19.06,3.15,2.14,136.225,707.47
11824,-0.02,-0.02,-0.02,133.8583333,1287.95
11825,22.82,4.09,2.19,87.91666667,1647.19
11826,24.35,4.4,1.96,141.5666667,1176.47
11827,27.8,6.23,2.9,97.99166667,1943.8
11828,23.31,5.09,2.79,86.51666667,1092.56
11829,45.99,7.2,3.52,175.7333333,1098
11830,33.37,6.29,3.49,113.7916667,1600
11831,37.9,6.85,3.91,165.9666667,1702.59
11832,42.07,8.53,3.95,77.075,1617.65
11833,37.64,5.85,2.76,117.7666667,1636.93
11834,36.39,3.59,1.91,92.21666667,1392.73
11835,40.8,4.54,2.44,128.5166667,897.58
11836,39.42,4.28,2.33,153.7416667,1436.67
11837,40.03,4.69,2.57,157.175,1013.97
11838,40.33,5.88,3.32,128.7083333,1747.04
11839,43.64,6.92,3.79,133.5416667,1471.26
11840,43.29,8.43,4.42,134.4333333,1510.13
11841,59.35,12.59,6.42,84.28333333,1646.57
11842,45.79,9.36,4.78,82.15,1908.32
11843,43.02,10.48,5.28,82.44166667,1100
11844,50.79,10.84,5.54,116.9333333,1622.68
11845,50.22,11.79,6.06,100.275,1430.13
11846,54.47,12.1,6.22,101.875,1327.21
11847,55.62,14.48,7.41,123,2253.28
11848,59.63,13.56,8.74,106.3583333,2275.31
11849,66.42,12.31,8.79,118.5083333,1357.77
11850,60.82,12.37,8.2,81.24166667,1124.34
11851,64.21,13.17,11.16,158.6583333,1184.07
11852,67.89,14.96,8.53,135.4083333,1000
11853,71.88,8.1,4.6,91.625,1194.69
11854,77.64,14.51,7.96,150.625,1184.31
11855,82.77,12.39,6.68,113.4,1300.18
11856,42.75,8.84,4.7,98.9,1182.5
11857,26.5,17.54,19.05,291.8333333,1486.22
11858,19.89,14.02,13.64,230.7583333,1553.99
11859,22.65,13.94,13.72,188.8333333,1698.57
11860,26.29,15.23,16.03,221.4166667,1693.87
11861,-0.01,-0.01,-0.01,242.875,1528.26
11862,29.89,19.77,19.98,218.9583333,1415.47
11863,32.8,19.74,19.18,230.9083333,1630.03
11864,29.67,17.29,13.8,326.8833333,1668.88
11865,31,16.24,21.6,176.45,1828.91
11866,36.11,18.72,26.28,277.1,1760.24
11867,37.22,20.34,27.04,283.5833333,1803.21
11868,41.31,20.88,31.36,201.3083333,1889.57
11869,38.81,20.98,34.68,260.5083333,1756.58
11870,38.79,20.97,34.66,299.6833333,1954.29
11871,39.08,23.51,29.34,186.0833333,1785.89
11872,62.72,31.07,42.39,186.2416667,1932.92
11873,52.37,25.73,37.74,180.5416667,1908.9
11874,39.64,20.45,39.6,225.875,1997.68
11875,47.14,23.77,49.3,156.85,1736.44
11876,41.75,28.91,39.8,211.9,2026.33
11877,48.38,27.11,52.23,229.9083333,1921.12
11878,52.31,26.89,53.41,231.7166667,2249.03
11879,58.56,34.37,50.94,224.4166667,2169.74
11880,39.8,21.94,42.09,223.4166667,2077.86
11881,43.3,22.28,37.87,259.3333333,2309.34
11882,46.05,19.98,38.32,250.2833333,2183.34
11883,54.84,23.71,42.87,220.2833333,1808.97
11884,52.34,20.28,30.71,231.9333333,2743.03
11885,48.97,20.22,29.27,187.375,2055.25
11886,47.21,21.57,33.16,258.225,2201.06
11887,44.59,18.63,29.47,258.0833333,2609.74
11888,59.01,23.63,44.71,258.6666667,2606.57
11889,54.08,21.25,42.7,223.75,2743.51
11890,55.88,21.92,46.1,235.5833333,2198.73
11891,92.26,36.44,52.88,213.7833333,3089.07
11892,66.68,22.92,37.52,193.7416667,1964.15
11893,58.07,22.78,37.91,233.0083333,2440.61
11894,48.96,23.95,29.25,248.75,2493.92
11895,43.51,24.02,45.5,254.4166667,2902.77
11896,54.63,31.36,42.38,259.45,1867.73
11897,70.37,42.06,53.76,215.4083333,3053.6
11898,80.22,44.66,49.62,204.8416667,2930.02
11899,70.01,42.82,53.5,254.875,2464.38
11900,85.21,48.04,54.96,216.8583333,3089.1
11901,79.45,44.81,54.42,153.8083333,2889.23
11902,87.8,39.35,57.97,235.325,2857.49
11903,79.3,28.23,43.98,205.75,2995.35
11904,108.42,29.97,53,195.4583333,2816.52
11905,5.25,4.35,4.13,372.5916667,1297.59
11906,5.54,4.32,3.16,222.35,1381.75
11907,5.25,3.38,3.32,233.0166667,1333.47
11908,6.59,3.78,3.88,271.0333333,1112.56
11910,7.42,4.89,5.65,224.0583333,1362.29
11911,5.75,3.53,4.15,258.725,1304.4
11912,5.84,2.96,3.04,332.3833333,1487.24
11913,6.94,4.01,4.97,193.95,1456.43
11914,7.32,4.77,7.05,287.15,1326.9
11915,8.25,5.34,8.62,316.5166667,1303
11916,8.55,6.06,9.34,227.35,1384.65
11917,8.42,6,9.07,297.025,1325.28
11918,8.81,6.27,9.48,310.9833333,1395.2
11919,7.6,6.1,8.47,215.0083333,1393.62
11920,12.14,8.46,9.99,282.675,1245.51
11921,13.17,9.05,10.98,294.1416667,1358.68
11922,14.84,10.62,16.43,295.4583333,1592.38
11923,16.49,11.6,19.53,231.4,1562
11924,19.19,15.89,21.16,178.3166667,1608.92
11925,18.91,14.71,22.05,278.125,1643.64
11926,18.43,12.28,23.66,246.5666667,1751.07
11927,18.37,14.06,23.79,267.8333333,1743.15
11928,18.73,14.28,24,297.25,1726.65
11929,21.95,14.29,20.8,343.75,1798.26
11930,16.76,7.81,17.92,252.4666667,1810.72
11931,22.76,12.52,20.97,354.9666667,1720.89
11932,20.85,11.02,18.68,231.25,1741.05
11933,19.38,11.03,17.21,276.3166667,1856.94
11934,20.06,12.09,21.44,331.4083333,1814.68
11935,21.48,11.34,14.15,290.2333333,1853.55
11936,20.7,12.17,21.18,253.0833333,1968.39
11937,16.42,9.65,15.74,243.1666667,1908.33
11938,13.33,9.82,15.41,254,2023.39
11939,17.65,8.67,16.22,262.0583333,2055.05
11940,18.87,9.34,16.2,238.7,2039.13
11941,17.48,10.23,16.69,285.2083333,2130.73
11942,16.46,9.56,17.23,280.5833333,2132.95
11943,18.26,10.36,19.9,289.9166667,2201
11944,23.78,10.38,22.67,342.675,2169.67
11945,26.77,12.06,26.16,204.5833333,2136.62
11946,32.59,15.2,29.39,293.6916667,2160.18
11947,25.99,14.32,26.51,291.725,2290.77
11948,36.43,19.89,27.5,289.4416667,2272.19
11949,32.09,18.03,26.32,222.2416667,2337.18
11950,25.76,13.79,24.32,335.2,2367.13
11951,29.55,11,15.29,294.4583333,2397.51
11952,34.89,11.08,26,248.4,2263.13
11953,11.52,9.07,9.06,301.35,1344.61
11954,10.22,8.91,6.74,273.6833333,1165.65
11955,14.21,9.1,11.08,247.5,1379.12
11956,14.33,8.78,10.06,288.1,1293.09
11958,16.51,12.7,12.75,220.2416667,1253.67
11959,15.55,8.33,7.31,226.2,1435.44
11960,13.12,6.74,7.36,295.1833333,1209.51
11961,13.97,7.09,8.61,201.7166667,1385.46
11962,14.94,9.62,10.69,274.0166667,1431.32
11963,19.91,11.52,14.19,323.45,1506.62
11964,18.81,12.31,15.61,246.2166667,1455.59
11965,17.7,11.94,14.4,271.3666667,1415.42
11966,17.67,11.91,14.37,235.2833333,1482.51
11967,12.72,11.82,12.49,187.025,1573.09
11968,30.42,17.4,18.21,266.7416667,1378.98
11969,25.2,16.85,16.02,207.05,1680.04
11970,27.81,18.04,24.48,223.8333333,1690.34
11971,27.88,18.45,30.93,176.9083333,1629.99
11972,33.07,25.88,35.32,210.275,1507.48
11973,39.21,28.82,49.47,247.5916667,1670.72
11974,36.29,24.46,46.55,245.9083333,1729.44
11975,45.48,27.43,52.47,205.5833333,1636.3
11976,44.47,27.17,45.56,277.3333333,1692.68
11977,43.06,23.21,33.39,294.25,1726.85
11978,39.78,18.83,40.31,258.9,1658.82
11979,47.01,23.84,40.26,319.9666667,1690.78
11980,39.97,23.17,53.41,299.3916667,1811.88
11981,44.39,23.38,34.02,267.6,1735.98
11982,42.97,24.77,58.37,292.8916667,1616.64
11983,41.01,21.75,33.84,276.5333333,1709.5
11984,43.85,23.5,45.6,254.4166667,1929.07
11985,39.84,23.01,34.7,221.5,1754.49
11986,39.03,19.87,33.42,312.2916667,1831.01
11987,39.58,19.86,69.19,241.15,1907.03
11988,58.68,23.33,48.95,216,1842.57
11989,71.79,24.43,54.98,266.975,1947.47
11990,73.61,29.93,72.27,268.4166667,1941.13
11991,95.71,30.01,49.93,323.3333333,2024.92
11992,75.59,27.98,44.76,337.1833333,2003.6
11993,78.73,30.51,44.91,239.5166667,2016.43
11994,68.93,30.05,48.08,268.375,1976.55
11995,74.87,41.53,57.09,339.2916667,2000
11996,92.01,56.32,65.03,280.95,2154.6
11997,71.14,40.84,55.81,217.5166667,2194.92
11998,77.45,36.25,53.58,304.85,2252.51
11999,64.93,31.87,47.35,286.2916667,2161.09
12000,82,30.3,58.24,240.9583333,2136.1
12001,17.1,12.25,16.24,375.1,1584.69
12002,17.74,13.01,13.34,254.0833333,1455.07
12003,13.75,10.51,11.63,256.3916667,1710.77
12004,14.71,9.35,13.59,292.7083333,1871.68
12006,15.42,11.98,12.31,169.1,1355.58
12007,13.02,8.29,9.26,259.6083333,1778.31
12008,11.17,7.28,9.41,302.4083333,1675.66
12009,14.05,8.86,12.5,190.1666667,1571.64
12010,17.01,10.82,14.79,265.2916667,1599.9
12011,24.23,15.03,18.03,300.3916667,1758.73
12012,23.07,16.84,20.26,241.75,1883.26
12013,20.95,14.76,18.56,253.4583333,1800.95
12014,20.93,14.75,18.55,256.575,1862.99
12015,19.92,14.43,15.19,183.3833333,2382.28
12016,37.16,17.31,20.04,193.3083333,1966.04
12017,32,18.97,18.97,203.2166667,2076.17
12018,31.63,20.17,21.89,247.925,1860.19
12019,29.14,18.37,22.02,178.5,2034.12
12020,38.86,27.78,33.15,136.5416667,2184.19
12021,51.1,32.29,52.67,184.05,2130.98
12022,48.49,32.45,60.16,212.1333333,2365.99
12023,54.91,31.58,69.04,242.75,2357.21
12024,45.92,29.54,64.98,246.1666667,2304.04
12025,43.78,25.28,48.49,281.75,2352.5
12026,46.32,18.55,47.91,258.9583333,2388.85
12027,53.8,24.09,58.42,274.95,2230.8
12028,51.72,28.27,50.48,279.525,2246.43
12029,46.84,23.19,35.89,212.275,2149.67
12030,51.16,25.7,58.51,262.2333333,2105.49
12031,51.36,23.42,35.54,283.2416667,2453.35
12032,53.89,26.87,48.79,246.4166667,2598.65
12033,41.51,22.79,40.16,201,2537.62
12034,45.02,24.92,41.18,264.65,2304.34
12035,47.28,25.48,43.3,231.425,2467.7
12036,48.68,23.66,37.99,231.55,2287.99
12037,46.79,25.93,45.42,242.7833333,2485.6
12038,44.88,28.3,47.46,253.25,2500
12039,47.98,30.81,46.29,310.4166667,2579
12040,58.15,27.77,47.48,290.8916667,2609.5
12041,71.16,39.39,59.19,211.15,2889.61
12042,72.56,41.7,61.96,196.9833333,2556.94
12043,72.83,51.26,70.98,305.95,2756.96
12044,77.19,45.38,62.56,274.0916667,2948.17
12045,77.92,39.94,56.35,191.5583333,2893.16
12046,81.98,36.34,51.41,300.4666667,3204.94
12047,53.54,24.98,39.43,279.15,2846.02
12048,55.57,25.57,41.31,250.35,3019.08
12049,8.9,7.06,7.58,350.5,1077.98
12050,8.07,6.12,4.92,253.225,999.77
12051,10.15,7.9,8.26,312.7416667,1038.72
12052,11.15,8.32,8.86,321.8,1118.46
12053,-0.01,-0.01,-0.01,269.6583333,1101.47
12054,15.71,9.62,10.34,249.3,1095.44
12055,12.13,7.21,6.21,328.0416667,1106.96
12056,6.75,3.79,4.08,375.0666667,1222.61
12057,8.62,5.88,6.28,217.5666667,1063.01
12058,11.68,8.8,9.79,390.7,1190.52
12059,17.01,11.82,14.23,375.6166667,1297.16
12060,16.59,12.47,15.09,272.2416667,1152.72
12061,13.63,9.96,13.87,261.1083333,1191.26
12062,13.25,9.68,13.48,289.225,1360.7
12063,16.98,14.18,29.1,247,1290.01
12064,23.55,14.1,15.43,273.6,1440.19
12065,19.5,14.31,16.2,242.8583333,1443.89
12066,19.12,13.53,22.22,242.5416667,1496.64
12067,19.36,14.7,23.93,241.1166667,1528.35
12068,24.97,21.71,30.85,220.4166667,1344.33
12069,32.94,22.43,49.65,272.4,1552.24
12070,29.5,20.95,52.38,226.275,1620.48
12071,30.5,19.73,53.42,250.5833333,1665.18
12072,28.4,21.75,57.24,272.0833333,1713.65
12073,35.59,19.48,44.29,301.0833333,1865.78
12074,25.97,13.34,37,232.2,1807.28
12075,34.68,19.68,39.46,356.75,1863.49
12076,36.05,18.48,42.82,286.8166667,1858.73
12077,39.1,19.39,37.34,249.425,1793.48
12078,36.53,20.38,46.74,288.3416667,1805.73
12079,35.1,19.84,30.87,281.8416667,1785.7
12080,33.83,18.67,52.17,234.9166667,2130.25
12081,25.59,14.9,30.57,210.75,1880.6
12082,32.29,13.27,31.16,231.525,1975.16
12083,35.57,13.11,36.84,225.9,2033.96
12084,32.88,13.51,42.93,189.4333333,1971.57
12085,37.2,15.52,44.24,279.0166667,2145.16
12086,30.29,15.76,50.73,263.5833333,2033.31
12087,49.46,17.9,46.9,314.75,2172.73
12088,40.68,16.24,40.53,391.7666667,2186.33
12089,49.59,22.01,51.59,277.3583333,2239.75
12090,51.58,22.83,50.21,332.575,2203.48
12091,55.24,24.47,50.49,322.8166667,2155.16
12092,63.42,28.68,53.57,331.0583333,2230.21
12093,70.87,25.39,47.07,244.15,2318.58
12094,59.12,20.8,50.32,320.3,2409.93
12095,46.41,13.8,39.97,297.175,2369.95
12096,46.26,16.1,42.59,239.175,2147.88
12097,6.02,3.12,2.84,233.6333333,1296.88
12098,8.65,4.67,4.35,256.8,1571
12100,11.63,7.23,7.37,174.125,1460.4
12101,12.03,4.51,5.49,253.8166667,1133.56
12102,12.17,4.34,4.13,302.5333333,1466.88
12103,10.35,4.34,5.16,172.475,1201.68
12104,12.17,6.13,7.39,251.5666667,1295.94
12105,14,6.74,8.82,288.5666667,1383.1
12106,14.31,7.33,10.38,90.81666667,1339.4
12107,12.88,7.26,10.77,249.8833333,1343.23
12108,12.85,7.24,10.74,-0.333333333,1331.96
12109,13.14,8.53,13.59,-0.333333333,1257.6
12110,17.79,10.55,13.23,5.325,1248.06
12111,19.01,10.54,14.18,186.8833333,1376.13
12112,20.15,11.8,17.24,-0.333333333,1421.63
12113,21.71,12.34,18.46,4.916666667,1535.55
12114,21.81,10.97,22.05,-0.333333333,1587.75
12115,25.51,14.4,26.09,226.8333333,1556.52
12116,24.86,15.97,2.79,250,1595.51
12117,27.14,15.13,18.54,255.5833333,1613.24
12118,25.73,10.78,19.29,200.5166667,1624.09
12119,33.73,14.5,20.75,291.6083333,1684.02
12120,25.05,11.34,17.04,234.4666667,1719.67
12121,34.84,13.45,18.44,204.3833333,1718.33
12122,33.51,12.95,27.42,338.3,1669.66
12123,27.06,13.16,12.52,252.6583333,1777.5
12124,28,14.88,32.07,237.6666667,1792.34
12125,22.81,11.1,17.58,182.5833333,1892.01
12126,29.97,12.66,25.86,222.55,1945.25
12127,23.28,12.88,25.26,189.9833333,1980.69
12128,22.37,13.45,22.56,183.775,2079.23
12129,22.63,14.28,24.46,218.8166667,2181.49
12130,26.28,16.2,29.53,212.8333333,2107.45
12131,25.63,16.88,29.93,275.5833333,2191.93
12132,23.75,13.76,27.53,294.0333333,2289.47
12133,29.4,15.78,41.87,178.7333333,2113.53
12134,29.47,17.17,35.42,208.15,2250
12135,32.86,19.62,39.86,218.2083333,2354.19
12136,47.82,24.93,36.81,245.075,2467.46
12137,43.58,22.3,34.74,165.5,2305.85
12138,51.26,20.02,35.71,267.9083333,2610.6
12139,47.39,18.81,34.53,261.0916667,2652.38
12140,40.7,16.07,34.47,207.3,2721.52
12141,17.96,5.12,4.6,190.025,1766.83
12142,15.54,3.98,2.97,191.4583333,1771.87
12143,14.56,2.22,1.43,196.1666667,1746.41
12144,19.38,3.45,3.64,227.9833333,2006.96
12146,20.59,10.03,11.86,175.775,1863.47
12147,20.06,8.18,8.68,182.675,1944.4
12148,32.47,8.79,9.41,245.2166667,2147.25
12149,32.44,7.2,8.46,129.5833333,1761.81
12150,35,7.68,11.19,193.8083333,2100.24
12151,40.32,9.85,12.41,174.4416667,2002.87
12152,11.44,11.66,14.56,196.4916667,2134.48
12153,40.37,10.64,13.57,226.6833333,2035.47
12154,40.55,10.69,13.63,251.2583333,2130.67
12155,46.07,9.84,18.29,149.3333333,2109.12
12156,59.87,16.55,17.21,164.775,2019.62
12157,49.97,16.54,17.47,144.2,2107.3
12158,50.51,16.76,19.98,147.7166667,1908.37
12159,48.79,17.11,23.83,135.2,1878.99
12160,49.18,19.2,23.59,132.7166667,1839.01
12161,57.43,20.52,34.56,146.2416667,1923.96
12162,55,21.09,36.78,137.775,2240.77
12163,61.29,25.65,44.15,147.5833333,2230.15
12164,56.3,27.26,41.04,200.25,2344.05
12165,58.09,25.27,32.12,194.5,2297.4
12166,66.2,21.1,28.86,156.5,2267.65
12167,63.74,24.15,33.44,226.9083333,2240.09
12168,67.97,23.62,30.74,163.9333333,2067.46
12169,61.01,20.08,24.38,157.5916667,2290.98
12170,62.49,24.19,41.73,201.175,2172.75
12171,69.99,26.79,22.34,201.3916667,2212.62
12172,69.06,23.5,37.89,176.8333333,2287.24
12173,68.06,24.85,39,152.5833333,2208.68
12174,66.03,24.37,38.52,169.4833333,2323.55
12175,89.85,34.86,50.5,145.8583333,2104.48
12176,68.44,24.13,36.28,144.0416667,1801.96
12177,76.4,29.17,40.05,185.4416667,2342.79
12178,58.58,23.19,32.49,196.0833333,2340.5
12179,66.62,30.56,36.61,219.0833333,2473.22
12180,73.98,29.6,38.54,272.225,2462.84
12181,100.66,44.4,61.19,156.975,2496.52
12182,90.14,43.63,56.92,201.3583333,2648.53
12183,92.55,45.12,56.41,204.6,2492.97
12184,98.78,46.01,51,217.55,2671.55
12185,85.19,36.49,49.97,141.4916667,2389.27
12186,95.3,38.92,43.87,214.2333333,2871.77
12187,74.61,28.87,29.29,189.875,2851.28
12188,76.64,30.39,36.45,165.4333333,2816.32
12189,12.4,8.93,10.03,263.3916667,1554.16
12190,10,7.71,7.24,178.7833333,1297.61
12191,8.06,4.91,7.01,207.0916667,1536.04
12192,10.63,5.23,6.32,255.525,1458.15
12194,8.6,7.04,6.99,197.0166667,1557.73
12195,7.4,4.9,5.52,187.2166667,1513.78
12196,10.1,5.16,5.7,256.8333333,1519.56
12197,10.36,5.52,6.69,161.4166667,1342.19
12198,9.75,7.52,8.59,216.9,1425
12199,15.23,8.81,11.51,225.1916667,1603.84
12200,14.71,9.59,12.38,187.5083333,1623.09
12201,13.95,9.36,11.11,169.075,1641.97
12202,13.96,9.37,11.12,201.8583333,1653.95
12203,18.43,13.3,15.99,133.8,1730.73
12204,16.36,10.55,11.43,146.425,1456.5
12205,22.85,16.63,16.74,169.5083333,1724.46
12206,27.45,19.32,22.41,155.8833333,1796.71
12207,27.79,20.01,23.95,145.5416667,1724.7
12208,33.43,27.93,27,195.375,1962.33
