,NITROGEN PER HA OF NCA (Kg per ha),PHOSPHATE PER HA OF NCA (Kg per ha),POTASH PER HA OF NCA (Kg per ha),avg_rain,RICE YIELD (Kg per ha)
0,1.38,0.29,0.04,64.15,337.59
1,1.5,0.2,0.2,105.3,747.71
2,2.95,0.44,0.04,97.70833333,841.27
3,3.99,0.82,0.03,77.41666667,711.4
4,4.44,1.96,0.14,123.6916667,828.55
5,6.87,2.78,0.62,115.6083333,709.69
6,8.01,3.62,0.78,87.24166667,654.41
7,4.47,2.21,0.23,123.5833333,786.5
8,2.6,1.12,0.25,48.74166667,372.83
9,4.39,0.78,0.2,105.2,758.82
10,4.8,1.46,0.28,78.16666667,551.04
11,4.1,1.49,0.49,86.86666667,952.89
12,5.91,1.82,0.58,94.08333333,591.35
13,4.63,2.28,0.65,71.65833333,535.99
14,5.55,2.51,0.61,113.1083333,812.1
15,6.59,3.75,0.84,78.975,804.6
16,7.19,3.05,0.81,70.13333333,817.49
17,9.54,3.97,0.89,89.44166667,1134.51
18,11.7,5.54,1.03,91.85,891.81
19,13.09,6.86,1.29,82.90833333,1109.38
20,12.88,7.92,1.57,92.73333333,816.49
21,16.57,8.83,1.97,61.89166667,807.1
22,17.97,11.54,2.94,54.16666667,842.19
23,20.42,12.11,3.56,17.05833333,692.67
24,21.33,8.7,3.21,109.1416667,1181.43
25,19,13.96,5.08,63.74166667,1136.31
26,24.09,14.73,5.03,69.23333333,1129.8
27,21.95,12.1,2.49,73.85,1246.02
28,27.6,13.82,2.83,121.9083333,1331.73
29,27.55,13.8,2.83,112.55,1454.44
30,27.49,13.77,2.82,107.475,1290.2
31,34.67,15.2,4.51,132.225,1138.37
32,33.06,15.42,3.13,109.4583333,870.45
33,33.81,15.1,5.55,147.1666667,1251.04
34,32.11,16.39,5.71,64.61666667,643.6
35,47,22.43,8.35,83.15833333,1268.46
36,50.67,22.91,10.03,91.99166667,1268.46
37,61.4,29.54,11.89,73.86666667,1505.81
38,58,26.49,11.01,89.04166667,1369.98
39,50.7,32.75,17.03,75.4,876.42
40,70.82,40.05,17.58,57.975,788.37
41,75.27,43.93,19,95.80833333,1695.77
42,70.69,44.46,16.83,106.8583333,1756.23
43,91.08,49.05,15.76,91.00833333,1900.97
44,78.35,40.98,15.65,130.6666667,1581.86
45,90.1,52.97,15.84,114.975,1729.89
46,105.92,60.59,18.86,84.05833333,1076.95
47,0.38,0.16,0.01,100.8333333,642.86
48,0.3,0.04,0.01,123.1916667,770.53
50,0.34,0.12,0.04,128.1666667,766.72
51,0.54,0.13,0.03,138.325,723.78
52,0.56,0.18,0.03,108.3333333,822.71
53,0.83,0.24,0.03,108.6083333,645
54,1.05,0.32,0.08,107.3083333,808.66
55,0.15,0.13,0.03,77.75833333,670.73
56,0.32,0.09,0.02,152.45,890.03
57,0.38,0.11,0.03,124.1833333,644.26
58,0.75,0.31,0.06,148.2166667,909.17
59,0.65,0.28,0.05,147.3333333,820.15
60,0.49,0.25,0.06,106.6916667,621.51
61,0.48,0.24,0.07,138.0583333,754.33
62,0.56,0.26,0.09,118.1333333,743.65
63,0.68,0.26,0.07,123.275,705.7
64,1.29,0.68,0.16,128.2416667,758.36
65,1.68,0.52,0.21,84.875,741.66
66,1.72,0.84,0.21,115.8083333,1502.16
67,1.91,1.05,0.32,142.6416667,724.82
68,2.09,0.98,0.29,120.7166667,688.29
69,2.58,1.14,0.39,118.3333333,965.78
70,3.22,1.51,0.53,154.4,952.77
71,2.06,1.35,0.25,152.025,970.47
72,3.49,1.44,0.39,100.4,1072.13
73,3.81,1.99,0.68,96.95833333,912.56
74,3.83,1.49,0.28,95.04166667,997.36
75,4.25,1.98,0.5,144.9333333,990.33
76,4.24,1.97,0.5,122.7333333,951.7
77,4.26,1.98,0.5,98.45833333,1040.99
78,8.73,2.64,1.05,102.9666667,730.57
79,4.71,2.8,0.75,82.50833333,908.63
80,6.77,4.01,1.68,119.1416667,1075.95
81,7.5,3.84,1.37,76.475,531.14
82,10.99,5.14,2.43,137.0166667,1241.05
83,12.59,5.7,2.31,118.2583333,1241.05
84,15.2,7.63,3.13,142.4833333,1530.61
85,11.86,3.99,0.87,104.9333333,1481.83
86,14.13,6.65,4.37,116.525,1161.76
87,21.33,11.1,3.93,85.90833333,1089.04
88,20.1,11.56,6.31,135.2666667,1905.45
89,20.53,12.78,4.25,96.70833333,1231.23
90,27.97,14.82,5.54,128.55,2103.06
91,22.85,11.68,4.77,119.5416667,1969.4
92,26.05,14.27,5.6,123.05,2129.33
93,24.26,16.52,6.33,128.2083333,1030.87
94,3.48,0.91,0.1,78.45833333,654.11
95,3.32,0.74,0.18,117.4583333,860.88
96,5.48,0.75,0.08,89.775,861.24
97,6.88,3.3,0.09,78.1,912.95
98,9.62,4.82,0.3,142.2583333,1209.29
99,12.27,5.96,0.43,112.0916667,929.1
100,8.48,4.69,0.39,89.44166667,902.64
101,11.93,4.76,0.54,118.375,867.45
102,5.89,2.9,0.34,64.14166667,539.67
103,7.58,2.22,0.37,98.96666667,884.47
104,8.63,2.95,0.69,93.31666667,746.39
105,8.98,3.91,0.73,97.3,1155.27
106,12.98,4.99,1.06,87.975,865.4
107,10.41,4.95,1.16,62.76666667,528.55
108,13.9,5.4,2.03,119.7833333,892.05
109,14.96,6.17,1.63,94.95833333,989.87
110,13.78,5.38,1.62,80.51666667,772.31
111,13.48,4.95,1.44,87.15833333,1232.15
112,22.64,7.98,2.62,94.04166667,1149.63
113,25.93,10.54,3.19,92.525,1587.32
114,25.97,11.24,4.13,102.1833333,989
115,28.74,13.04,3.94,75.05,1231.14
116,30.82,16.38,5.98,63.81666667,1026.81
117,36.97,18.35,7.08,93.15833333,1418.61
118,32.91,14.83,8.82,128.4416667,1363.15
119,29.11,16.63,6.77,83.85,1427
120,37.83,15.9,8.28,77.53333333,1609.95
121,47.98,19.45,5.05,91.43333333,1598.11
122,51.87,22.42,6.43,147.0166667,1448.82
123,51.75,22.36,6.41,87.325,1447.49
124,51.9,22.43,6.43,80.55833333,1683.87
125,57.7,23.97,8.32,96.825,1106.25
126,61.94,29.01,5.84,69.09166667,712.86
127,61.2,27.35,9.42,80.625,1451.13
128,50.99,24.98,8.81,59.88333333,734.67
129,72.32,35.55,14.51,78.26666667,1249.64
130,76.88,49.75,16.28,112.3333333,1249.64
131,106.99,49.22,22.98,100.5583333,1442.43
132,112.51,58.15,31.93,119.5166667,1550.53
133,112.44,56.81,24.91,92.875,1329.15
134,122.84,63.2,26.17,78.125,1407.66
135,135.75,68.13,29.36,92.425,1661.71
136,153.17,71.16,29.1,110.2416667,1483.67
137,150.44,68.08,13.16,102.75,1987.25
138,141.02,66.21,17.66,120.3,1733.23
139,137.59,59.74,21.09,102.7666667,2055.8
140,134.22,54.84,17.33,76.78333333,1431.57
141,2.92,0.37,0.01,83.55,520.83
142,2.14,0.44,0.41,125.3,875
143,3.08,0.42,0.04,104.2333333,660.84
144,4.03,0.72,0.04,86.525,719.27
145,6.3,1.84,0.16,108.775,930.96
146,8.23,3.63,0.2,130.6333333,890.98
147,7.83,2.97,0.35,94.275,840.15
148,8,2.9,0.43,112.7166667,778.19
149,3.39,0.86,0.31,85.65833333,767.47
150,5.59,1.47,0.44,125.8416667,1008.9
151,5.84,1.87,0.19,91.81666667,660.76
152,6.43,2.6,0.23,108.3333333,1066.75
153,7.36,2.93,0.32,107.9,770.87
154,3.95,2,0.38,66.31666667,332.01
155,8.05,2.46,0.63,116.7,969.09
156,9.06,3.51,0.52,92.01666667,883.45
157,7.79,2.87,0.48,85.95,616.57
158,11.1,4.36,0.72,104.5083333,1006.04
159,15.87,6.56,0.89,106.25,833.64
160,20.73,11.49,1.18,94.70833333,1376.44
161,21.34,10.31,1.56,106.6416667,1365.82
162,21.4,9.44,1.29,90.64166667,1079.94
163,30.93,12.82,2.17,106.95,1372.92
164,34.61,12.85,2.9,76.05,1040.21
165,23.29,7.66,1.78,109.7583333,1398.4
166,24.9,9.39,2.61,78.7,1296.55
167,28.2,10.6,3.19,62.8,1046.83
168,30.59,7.11,1.3,85.3,1351.81
169,37.92,8.69,1.2,139.0166667,1617.9
170,37.84,8.67,1.2,90.60833333,1331.5
171,37.92,8.69,1.2,104.15,1340.84
172,42.5,11.65,2.46,110.5666667,495.81
173,50.05,12.36,1.76,110.3416667,812.27
174,52.87,16.11,3.95,92.475,1498.18
175,55.31,20.04,4.73,71.175,875.59
176,75.77,24.78,8.06,106.025,1228.45
177,68.16,17.75,6.76,122.975,1228.45
178,74.2,21.98,8.22,90.975,1581.33
179,69.89,18.38,6.13,105.7833333,1619.32
180,64.27,24.79,9.18,87.25,1428.76
181,73.53,31.64,9.12,65.95,1427.57
182,75.56,34.94,11.12,81.15833333,1889.83
183,98.63,37.21,11.17,107.5083333,2079.01
184,94.8,36,7.03,112.5083333,2337.61
185,92.64,32.06,6.89,120.7916667,2171.95
186,96.94,35.9,7.75,112.35,2310.43
187,94.25,40.24,9.87,88.06666667,1831.92
190,1.29,0.52,0.05,102.6916667,786.68
191,1.58,1.1,0.04,103.2416667,744.71
192,2.93,1.68,0.09,136.225,802.75
193,3.35,1.96,0.1,151.225,700.23
194,5.04,2.08,0.28,99.16666667,616.57
195,3.33,1.9,0.29,159.85,908.07
196,1.56,0.67,0.16,94.21666667,654.59
197,3.08,1.1,0.25,126.525,888.26
198,3.64,1.66,0.17,87.74166667,563.38
199,4.24,2.24,0.28,130.375,977.01
200,5.73,2.57,0.35,113.9833333,810.71
201,3.93,3.2,0.5,63.50833333,411.98
202,4.78,2.28,0.78,109.7583333,903.8
203,7.01,4.1,0.45,102.1833333,876.07
204,8.43,3.83,0.44,107.1333333,728.3
205,9.35,3.17,0.45,129.75,964.54
206,8.16,3.72,0.57,113.8916667,772.24
207,11.7,4.31,0.86,118.5,963.61
208,12.64,5.49,1.09,114.35,841.84
209,15.12,4.92,1.26,93.84166667,816.33
210,17.61,7.89,1.71,111.2666667,1014.24
211,21.56,10.44,2.29,94.41666667,902.68
212,20.48,6.25,2.4,125.05,964.36
213,20.75,8.45,2.64,104.6166667,1106.46
214,25.22,10.27,2.49,67.125,1054.84
215,22.84,7.41,1.93,97.275,1229.72
216,27.57,7.83,1.68,146.9916667,1337.46
217,27.63,7.85,1.68,81.35,1034.52
218,27.65,7.85,1.68,62.65833333,1287.35
219,24.79,8.99,2.37,115.65,816.3
220,29.76,9.85,1.95,99.325,1115.76
221,27.5,13.48,3.66,86.31666667,1131.18
222,28.75,10.87,2.24,105.7,678.1
223,41.17,14.15,4.06,87.48333333,991.22
224,43.94,17.66,5.67,103.9,991.22
225,41.78,16.08,6.17,90.75833333,1040.07
226,43.93,17.4,5.74,107.65,1259.04
227,54.81,21.01,10.14,126.1583333,1183.18
228,58.63,26.87,8.07,81.51666667,1118.31
229,46.86,26.7,8.95,82.35833333,1375.15
230,58.5,27.21,4.36,107.375,1430.41
231,50.2,21.3,3.44,103.1083333,1517.28
232,50.49,22.16,4.58,101.775,1387.92
233,56.19,23.27,8.44,102.3166667,1608.68
234,62.17,28.85,7.33,99.34166667,1013.29
237,0.25,0.32,0.12,100.8416667,538.16
238,0.38,0.22,0.12,96.525,673.57
239,0.49,0.2,0.09,41.59166667,679.39
240,0.91,0.42,0.17,164.2,863.59
241,1.41,0.69,0.23,114.5166667,510.87
242,1.37,0.91,0.26,119.6,748.9
243,0.99,0.63,0.15,82.15,470.23
244,1.33,0.96,0.18,130.2666667,744.9
245,1.24,1.19,0.28,87.70833333,472.3
246,1.44,1.14,0.25,125.9583333,882.72
247,1.2,1.08,0.22,106.85,654.48
248,0.93,0.92,0.11,57.61666667,255.77
249,1.68,1.34,0.31,140.625,801.23
250,1.73,1.4,0.28,85,698.31
251,1.66,1.35,0.22,94.13333333,734.34
252,2.63,1.81,0.28,93.39166667,678.38
253,3.1,2.57,0.37,118.15,666.06
254,4.05,3.66,0.38,110.725,757.81
255,4.49,3.7,0.55,111.575,761.9
256,3.92,3.38,0.66,118.8333333,692.98
257,5.2,6.3,1.01,94.175,801.7
258,5.8,6.62,1.04,96.49166667,952.73
259,6.32,5.8,0.52,118.6416667,1189.35
260,7.56,5.76,1.1,118.325,855.36
261,7,4.29,0.95,70.03333333,694.48
262,6.56,4.01,0.76,98.59166667,791.16
263,10.65,4.4,0.67,158.05,1112.86
264,10.66,4.4,0.68,108.4666667,880.39
265,10.63,4.39,0.67,100.4916667,1056.14
266,9.47,6.13,1.03,114.7,808.61
267,11.18,6.83,0.77,123.6083333,731.07
268,11.13,7.53,1.51,125.2833333,1136.67
269,16.72,8.34,2.05,99.10833333,680.51
270,33.78,13.06,3.01,80.96666667,982.46
271,29.2,8.16,2.56,93.34166667,982.46
272,20.89,10.35,2.35,98.85833333,1054.18
273,26.98,11.92,3.79,96.11666667,1143.27
274,29.07,17.77,6.11,93.3,1176.01
275,35.92,23.2,2.8,47.00833333,720.05
276,26.25,18.08,5.22,49.725,1075.9
277,23.47,17.96,4.3,115.3,1405.53
278,38.81,19.96,3.12,93.54166667,1632.47
279,44.69,19.31,5.43,67.41666667,1704.2
280,38.11,20.56,9.21,70,1801.22
281,50.29,27.28,8.12,82.48333333,1193.82
282,0.41,0.2,0.02,72.36666667,176.47
283,0.4,0.08,0.02,122.9166667,558.33
284,0.84,0.4,0.11,78.6,362.9
285,0.64,0.32,0.12,101.1083333,487.1
286,1.02,0.61,0.14,121.375,650.63
287,2.11,1.19,0.23,169.8583333,715.39
288,3.34,2.22,0.31,92.46666667,439.81
289,4.11,3.29,0.49,121.7416667,531.25
290,4.66,3.28,0.58,81.03333333,326.01
291,4.29,2.95,0.37,111.5,759.12
292,5.41,3.69,0.44,88.65,487.36
293,6.52,5,0.63,148.5833333,900.69
294,5.33,4.36,0.51,119.975,701.03
295,2.08,1.53,0.22,55.94166667,12.62
296,4.68,3.4,0.61,124.3833333,500
297,4.95,3.88,0.52,61.33333333,336.2
298,6.95,5.24,0.85,90.925,479.93
299,8.82,7.46,1.03,96.95833333,671.96
300,10.17,7.38,0.82,91.625,342.34
301,13.54,9.54,1.08,89.525,761.98
302,16.27,5.87,1.23,64.64166667,188.98
303,13.14,11.16,1.11,95.88333333,601.77
304,21.21,18.23,1.13,87.475,596.97
305,25.41,24.97,1.84,67.78333333,467.46
306,22.73,15.97,0.99,122.975,825.09
307,25.68,16.54,1.1,93,541.91
308,28.25,15.56,0.61,73.25,658.84
309,29.34,21.15,0.84,107.9833333,680.24
310,28.29,19.93,1.3,126.825,758.39
311,28.03,19.75,1.29,93.61666667,738.85
312,28.04,19.76,1.29,82.28333333,563.32
313,32.4,20.75,1.62,117.5333333,532.76
314,30.31,26.23,1.06,78.475,513.37
315,30.23,20.5,1.55,125.125,1052.82
316,32.17,15.47,1.07,79.6,438.22
317,34.9,17.84,2.19,95.81666667,839.03
318,37.43,24.75,1.95,92.55833333,567.31
319,42.79,29.42,3.77,138.7083333,978.11
320,49.2,29.33,2.84,100.725,901.95
321,43.82,25.55,2.21,150.5166667,863.52
322,60.46,34.69,3.26,83.25833333,598.1
323,63.66,37.14,5.21,86.11666667,347.98
324,74.9,42.35,9.57,100.0916667,598.33
325,85.14,53.33,9.94,84.00833333,582.84
326,104.35,55.66,6.25,106.975,1608.25
327,116.46,46.28,0.79,175.8083333,1931
328,99.09,43.04,2.1,80.73333333,1273.74
329,120.34,48.44,2.65,86.99166667,1120.3
330,1.08,0.84,0.43,100.2166667,464.45
331,2.35,0.53,0.74,145.2916667,924.88
332,1.56,0.44,0.07,115.1,864.77
333,4.67,0.98,0.08,108.3833333,1006.85
334,4.79,1.29,0.12,143.3916667,1073.89
335,6.36,2.36,0.11,110.575,1189.66
336,6.43,2.56,0.24,79.63333333,621.14
337,5.61,2.46,0.21,130.525,887.24
338,2.35,0.75,0.16,100.85,496.84
339,4.17,1.38,0.12,136.7083333,1027.2
340,3.11,1.2,0.07,105.1916667,868.16
341,5.03,2.54,0.47,126.3,1241.97
342,5.25,2.74,0.64,130.85,1000.44
343,3.88,2.17,0.4,92.40833333,447.67
344,5.89,2.19,0.49,90.60833333,1404.08
345,8.72,3.99,0.7,114.1166667,1237.72
346,8.9,4.65,1.04,109.3416667,1015.99
347,12.6,5.6,1.13,107.9083333,1227.87
348,15.66,8.25,1.53,91.425,673.49
349,13.86,7.56,1.23,98.2,1318.3
350,18.36,8.96,1.5,119.8166667,1004.29
351,11.04,5.65,0.46,76.41666667,1009.85
352,18.93,10.42,1.34,121.8833333,1525.31
353,21.45,10.29,1.59,88.65,940.19
354,17.85,10.53,0.85,199.05,1257.3
355,26.03,12.96,2.3,77.98333333,1009.31
356,27.98,12.14,2.74,76.26666667,1110.83
357,26.01,8.67,0.65,119.2166667,1240.48
358,26.55,11.33,1.36,191.45,936.81
359,26.67,11.38,1.37,128.5666667,1216.19
360,27.04,11.54,1.38,81.85833333,1039.85
361,31.13,13.04,1.63,158.4,1056.58
362,27.01,6.38,0.85,147.5083333,1246.98
363,26.92,12.32,1.65,141.7416667,1334.8
364,26.72,17.03,2.7,83.925,849.15
365,13.64,17.04,1.91,141.9,1435.67
366,27,16.66,1.95,109.8166667,839.6
367,35.25,21.03,2.32,160.9916667,1469.26
368,33.19,19.97,2.59,82.60833333,1096.49
369,38.28,24.44,2.64,161.4916667,1468.76
370,39.02,24.09,2.72,129.0916667,1203.86
371,46,27.58,2.73,104.7583333,935.83
372,50.17,30.34,3.58,110.45,726.86
373,53.35,34.88,2.82,84.21666667,1364.81
374,57.96,29.74,1.71,97.8,1865.48
375,56.38,44.67,3.27,119.0666667,1678.25
376,56.55,36.59,2.15,89.66666667,1834
377,74.44,49.15,3.5,83.725,1674.17
378,0.43,0.33,0.03,57.54166667,250
380,0.77,0.29,0.11,89.59166667,552.49
381,1.1,0.42,0.09,91.2,573.77
382,1.57,0.62,0.14,127.75,679.14
383,2.45,0.59,0.23,74.96666667,738.92
384,2.83,1.16,0.21,70.11666667,456.73
385,2.7,1.43,0.41,118.9166667,745.37
386,2.49,0.92,0.32,80.51666667,459.82
387,3.08,0.95,0.27,94.29166667,959.82
388,2.53,1.08,0.2,81.64166667,355.93
389,3.35,1.17,0.37,114.7416667,562.25
390,3.32,1.22,0.45,103.925,505.62
391,4.26,1.57,0.6,76.075,197.13
392,9.09,3.36,1.31,70.49166667,483.15
393,6.64,2.48,1.02,103.625,550.56
394,5.62,2.29,0.83,83.7,826.92
395,8.18,2.97,0.95,112.3833333,1045.63
396,9,4.6,1.33,103.625,714.29
397,8.86,4.37,1.32,83.075,892.99
398,11.94,5.81,1.83,98.675,571.43
399,9.48,5.16,1.42,75.63333333,1076.92
400,13.83,7.41,1.96,94.84166667,738.18
401,14.94,7.72,1.73,83.85833333,773.23
402,14.32,6.77,1.18,164.4083333,995.19
403,20.71,8.26,1.58,65.49166667,565.45
404,19.91,7.67,1.13,75.64166667,693.55
405,17.23,7.02,1.23,113.75,902.06
406,21.63,9.17,1.86,127.4833333,965.17
407,21.71,9.2,1.87,80.2,566.33
408,21.72,9.21,1.87,70.76666667,831.58
409,24.62,10.68,2.9,129.1416667,756.35
410,16.45,9.22,1.43,88.06666667,623.71
411,25.21,9.76,2.96,119.9333333,830.71
412,23.93,10.56,3.11,58.06666667,443.55
413,24.77,10.91,3.46,68.075,444.88
414,27.57,12.54,3.46,77.575,433.07
415,31.37,14.49,4.14,95.86666667,868.31
416,27.56,14.67,3.29,47.875,671.08
417,35.6,14.4,4.6,101,764.49
418,41.7,16.27,4.63,91.125,810.8
419,47.15,14.35,4.18,77.29166667,585.85
420,42.57,14.57,5.82,55.66666667,495.85
421,62.41,21.6,7.92,96.85833333,755.32
422,68.4,27.67,6.24,89.89166667,2752.51
423,80.75,26.04,4.2,117.3333333,2031.14
424,75.1,30.63,7.05,67.25,2400
425,92.93,35.29,7.7,94.44166667,1741.94
426,0.42,0.1,0.04,61.84166667,313.95
427,0.82,0.35,0.13,103.05,1000
428,0.82,0.3,0.11,81.45833333,858.9
429,0.99,0.45,0.13,102.9916667,817.57
430,2.36,0.95,0.27,143.2833333,1056.74
431,3.99,2.03,0.8,119.6666667,1028.17
432,4.82,2.48,0.69,102.8833333,1115.38
433,5.27,3.53,0.59,141.0416667,1279.22
434,5.97,3.64,0.28,101.0666667,864.52
435,5.21,2.79,0.46,135.9083333,1006.8
436,7.69,3.63,0.47,104.5333333,812.08
437,5.32,3.36,0.39,155.125,972.97
438,5.01,2.79,0.49,116.25,940
439,4.84,2.44,0.49,72.16666667,220.24
440,5.35,2.94,0.87,117.4666667,1061.35
441,5.99,3.36,0.72,86.95,1085.27
442,6.02,3.96,0.68,110.3583333,1100.63
443,8.34,5.94,0.71,105.5583333,1163.52
444,9.41,7.97,0.74,88.79166667,962.5
445,9.56,8.22,0.66,93.73333333,1496.86
446,13.32,10.26,0.81,91.375,1266.67
447,10.22,8.07,0.51,74.21666667,1200
448,14.89,12.89,1.03,83.93333333,1006.33
449,14.94,16.03,1.21,82.76666667,828.36
450,25.88,24.42,1.34,105.525,1114.04
451,25.75,23.15,1.38,78.28333333,1172.73
452,22.7,14.52,0.38,69.725,1037.74
453,23.06,20.48,0.64,92.075,1100
454,25.18,21.42,1.13,155.1833333,1043.96
455,24.98,21.25,1.12,60.91666667,800
456,24.94,21.21,1.12,56.45833333,1085.11
457,24.88,21.13,2.04,102.1416667,1097.56
458,24.21,19.76,1.12,84.53333333,1166.67
459,25.03,18.17,2.7,160.5333333,1276.6
460,25.08,19.14,2.67,68.58333333,842.59
461,26.39,20.2,3.06,94.85833333,1166.67
462,26.76,19.5,2.9,80.28333333,700
463,25.6,15.1,3.44,94.05833333,1172.93
464,29.46,16.4,4.26,96.36666667,1065.57
465,32.42,15.31,5.08,132.1333333,1067.43
466,45.77,16.78,5.58,90.36666667,1071.27
467,35.05,15.98,2.79,74.98333333,649.61
468,38.46,23.75,5.58,78.95,614.5
469,42.94,25.41,7.15,96.91666667,1111.94
470,62.83,39.25,2.73,86.625,1333.08
471,49.13,24.63,2.79,151.75,1361.11
472,61.24,26.04,3.42,76.26666667,1407.22
473,79.9,32.34,5.1,83.84166667,2627.35
474,0.34,0.11,0.01,81.65833333,666.67
475,0.37,0.06,0.01,129.1166667,987.18
476,0.25,0.12,0.07,108.8666667,961.07
477,0.36,0.14,0.05,96.75,1141.13
478,0.63,0.22,0.06,158.3916667,1216.15
479,0.96,0.35,0.05,115.45,1263.4
480,1.23,0.41,0.04,77.15,1348.97
481,1.29,0.68,0.13,113.525,1388.96
482,1.18,0.35,0.13,100.6833333,659.9
483,1.17,0.48,0.13,103.05,1167.26
484,1.07,0.71,0.14,93.33333333,663.99
485,1.38,0.57,0.15,125.1583333,1148.36
486,1.09,0.44,0.12,79.83333333,651.88
487,0.89,0.44,0.09,85.575,419.67
488,1.11,0.53,0.11,84.125,1118.29
489,1.35,0.53,0.11,105.8333333,972.04
490,1.23,0.48,0.08,95.075,864.13
491,1.47,0.71,0.12,109.1666667,1259.85
492,2.2,1.04,0.29,83.51666667,649.07
493,2.91,1.28,0.14,64.3,1478.48
494,2.39,1.55,0.19,105.925,959.18
495,2.93,2.32,0.15,67.85,773.33
496,4.34,3.32,0.29,90.54166667,1305.05
497,4.97,4.31,0.5,91.15833333,1105.86
498,4.73,3.04,0.39,116.2583333,1423.8
499,7.63,4.71,0.73,68.63333333,619.9
500,6.94,7.51,0.62,69.55833333,1005.17
501,5.48,4.97,0.24,92.73333333,1373.98
502,6.83,4.31,0.31,145.475,1398.2
503,6.87,4.34,0.32,83.49166667,873.88
504,6.81,4.3,0.31,90.44166667,1041.12
505,10.94,7.17,0.73,114.2333333,893
506,10.18,6.17,0.4,93.175,1196.19
507,11.22,6.03,0.72,109.6333333,1378.25
508,10.98,6.61,0.79,63.03333333,395.14
509,12.05,6.04,0.54,77.60833333,968.97
510,14.56,7.89,0.86,98.95833333,686.06
511,15.66,8.51,0.77,115.2666667,1456.88
512,14.69,9.89,0.93,62.81666667,738.37
513,18.41,10.38,1.14,120.7583333,1216.62
514,19.7,12.02,1.12,110.2083333,1137.53
515,26.77,14.59,0.98,80.55833333,820.25
516,24.42,16.18,1.56,78.575,669.72
517,33.46,20.14,1.85,74.09166667,1047.95
518,46.87,25.37,2.76,93.20833333,2057.93
519,53.71,21.45,0.79,144.5583333,2935.24
520,58.05,24.92,1.26,73.35833333,1434.03
521,72.63,29.54,1.54,84.475,1412.25
525,0.39,0.14,0.02,105.7583333,620.87
526,0.37,0.04,0.01,139.2666667,637.21
527,0.57,0.07,0.03,150.4083333,649.8
528,0.6,0.09,0.06,96.125,411.28
529,0.83,0.25,0.03,141.0416667,681.34
530,0.38,0.11,0.03,91.93333333,583.4
531,0.74,0.1,0.03,139.7833333,757
532,0.69,0.45,0.03,84,471.44
533,0.95,0.18,0.03,124.7833333,539.95
534,0.89,0.16,0.03,112.6833333,591.02
535,0.6,0.12,0.03,69.08333333,258.76
536,0.84,0.16,0.02,115.1916667,857.59
537,1.13,0.15,0.02,102.0666667,688.75
538,0.9,0.17,0.04,100.1916667,669.86
539,2.04,0.52,0.19,122.6666667,784.19
540,1.89,0.47,0.15,110.5166667,413.25
541,2.23,0.48,0.06,123.2666667,662.56
542,2.14,0.26,0.02,98.13333333,406.9
543,2.75,0.33,0.03,111.1416667,659.86
544,3.72,0.62,0.03,119.4666667,693.89
545,3.55,1.04,0.06,80.04166667,676.71
546,3.69,1.07,0.04,154.8583333,786.58
547,5.38,1.58,0.18,113.8833333,561.49
548,5.07,1.62,0.14,71.48333333,585.49
549,4.09,1.25,0.06,108.1416667,792.87
550,5.05,1.28,0.12,166.0666667,851.33
551,5.05,1.28,0.12,113.175,707.46
552,5.05,1.28,0.12,94.28333333,817.2
553,7,1.68,0.07,129.1666667,612.77
554,6.78,1.47,0.06,103.8583333,708.45
555,6.3,1.81,0.17,132.225,929.65
556,7.59,2.08,0.13,69.99166667,360.73
557,8.44,2.14,0.34,116.8583333,765.59
558,8.15,2.33,0.34,82.56666667,529.86
559,9.4,3.17,0.42,124.125,776.2
560,9.47,3.54,0.32,97.00833333,697.16
561,9.95,2.15,0.16,123.125,736.14
562,11.42,2.67,0.19,94.975,672.93
563,12.97,3.61,0.13,97.825,482.46
564,15.85,4.13,0.26,125.2916667,465.48
565,16.37,5.83,0.32,69.74166667,589.67
566,19.32,6.16,0.32,115.6583333,1010.69
567,21.51,7.58,0.26,152.3416667,1138.56
568,25.96,12.48,0.38,102.425,1311
569,27.35,9.3,0.32,99.65,1699.21
570,0.17,0.08,0.01,75.79166667,466.67
571,0.14,0.1,0.03,81.84166667,733.33
572,0.22,0.13,0.06,61.81666667,522.88
573,0.22,0.12,0.04,131.7666667,574.47
574,0.58,0.34,0.16,103.4,700.68
575,1.05,0.62,0.22,119.0166667,703.23
576,1.68,0.87,0.17,87.54166667,625.77
577,1.78,1.24,0.12,132.7416667,794.87
578,1.65,1.33,0.1,96.46666667,510.07
579,1.42,1.2,0.08,113.7833333,657.72
580,1.54,1.34,0.09,84.44166667,564.94
581,1.76,1.68,0.16,114.6666667,640.52
582,2.11,1.91,0.36,105.1666667,666.67
583,1.53,1.39,0.19,66.85,104.58
584,2.14,2.31,0.51,102.2416667,620.92
585,2.8,2.45,0.1,55.93333333,480.26
586,2.62,2.31,0.36,121.3416667,596.03
587,4.24,4.19,0.7,118.0083333,768.21
588,5.7,5.77,0.59,78.46666667,516.78
589,6.55,6.87,1.1,101.5833333,856.21
590,6.95,6.65,0.79,78.38333333,466.67
591,10.6,10.73,1.09,91.24166667,666.67
592,12.39,14.91,1.06,75.29166667,613.33
593,10.82,13.08,0.57,60.675,553.85
594,15.27,13.78,0.67,124.1333333,820.51
595,14.35,15.66,0.64,91.375,626.09
596,10.7,11.18,0.31,57.55833333,587.16
